Event, nTightEle, nTightMu, hasOS, hasOS_ZCand, hasSS_ZCand, nGenMatchedLeptons, nFlips, nJets, nBJets
378313589,2,0,1,1,0,2,0,0,0
378313599,2,0,1,1,0,2,0,0,0
378313608,2,0,1,1,0,2,0,1,0
378313620,2,0,1,1,0,2,0,1,0
378313613,2,0,1,1,0,1,0,0,0
378313680,2,0,1,1,0,2,0,2,0
378313715,2,0,1,1,0,2,0,2,1
378313816,2,0,1,1,0,2,0,1,0
378313811,2,0,1,1,0,2,0,0,0
378313823,2,0,1,1,0,2,0,1,0
378313842,2,0,1,1,0,2,0,0,0
378313854,2,0,1,1,0,2,0,0,0
378313918,2,0,1,1,0,2,0,0,0
378313907,2,0,1,1,0,2,0,1,1
378313903,2,0,1,1,0,2,0,0,0
378313941,2,0,1,1,0,2,0,0,0
378313947,2,0,1,1,0,2,0,2,1
378314004,2,0,1,1,0,2,0,0,0
378314137,2,0,1,1,0,2,0,0,0
378314161,2,0,1,1,0,2,0,0,0
378314208,2,0,1,1,0,2,0,0,0
378314197,2,0,1,1,0,2,0,1,1
378314224,2,0,1,1,0,2,0,1,1
378314235,2,0,1,1,0,2,0,2,1
378314316,2,0,1,1,0,2,0,0,0
378314323,2,0,1,1,0,2,0,1,1
378314332,2,0,1,1,0,2,0,1,0
378314384,2,0,1,1,0,2,0,0,0
378314418,2,0,1,1,0,2,0,0,0
378314434,2,0,1,1,0,2,0,0,0
378314523,2,0,1,1,0,2,0,1,0
378314688,2,0,1,1,0,2,0,0,0
378314719,2,0,1,1,0,2,0,0,0
378314896,2,0,1,1,0,2,0,1,0
378314912,2,0,1,1,0,2,0,0,0
378314964,2,0,1,1,0,2,0,0,0
378314966,2,0,1,1,0,2,0,2,0
378314941,2,0,1,1,0,2,0,1,1
378314980,2,0,1,1,0,2,0,2,0
378314992,2,0,1,1,0,2,0,1,0
378315042,2,0,1,1,0,2,0,0,0
378315072,2,0,1,1,0,2,0,0,0
378315092,2,0,1,1,0,2,0,0,0
378315100,2,0,1,1,0,2,0,0,0
378315156,2,0,1,1,0,2,0,0,0
378315179,2,0,1,1,0,2,0,0,0
378315199,2,0,1,1,0,2,0,0,0
378315221,2,0,1,1,0,2,0,1,0
378315243,2,0,1,1,0,2,0,0,0
378315265,2,0,1,1,0,2,0,0,0
378315299,2,0,1,1,0,2,0,0,0
378315308,2,0,1,1,0,2,0,0,0
378315284,2,0,1,1,0,2,0,1,1
378315355,2,0,1,1,0,2,0,0,0
378315392,2,0,1,1,0,2,0,0,0
378315373,2,0,1,1,0,2,0,0,0
378315409,2,0,1,1,0,2,0,0,0
378315430,2,0,1,1,0,2,0,1,0
378315456,2,0,1,1,0,2,0,0,0
378315519,2,0,1,1,0,2,0,0,0
378315560,2,0,1,1,0,2,0,0,0
378315603,2,0,1,1,0,2,0,0,0
378315619,2,0,1,1,0,2,0,1,0
378315637,2,0,1,1,0,2,0,1,1
378315677,2,0,1,1,0,2,0,1,0
378315737,2,0,1,1,0,2,0,0,0
378315726,2,0,1,1,0,2,0,1,0
378315795,2,0,1,1,0,2,0,0,0
378315798,2,0,1,1,0,2,0,0,0
378315826,2,0,1,1,0,2,0,0,0
378315820,2,0,1,1,0,2,0,0,0
378315890,2,0,1,1,0,2,0,0,0
378315877,2,0,1,1,0,2,0,0,0
378315907,2,0,1,1,0,2,0,0,0
378315928,2,0,1,1,0,2,0,0,0
378315943,2,0,1,1,0,2,0,1,1
378315945,2,0,1,1,0,2,0,0,0
378315983,2,0,1,1,0,2,0,0,0
378315982,2,0,1,1,0,2,0,3,2
378316009,2,0,1,1,0,2,0,0,0
378316010,2,0,1,1,0,2,0,1,0
378316032,2,0,1,1,0,2,0,0,0
378316049,2,0,1,1,0,2,0,0,0
378316093,2,0,1,1,0,2,0,2,0
378316111,2,0,1,1,0,2,0,1,1
378316153,2,0,1,1,0,2,0,0,0
378316145,2,0,1,1,0,2,0,3,2
378316171,2,0,1,1,0,2,0,0,0
378316165,2,0,1,1,0,2,0,4,1
378316203,2,0,1,1,0,2,0,2,0
378316320,2,0,1,1,0,2,0,1,1
378316323,2,0,1,1,0,2,0,0,0
378316349,2,0,1,1,0,2,0,0,0
378316422,2,0,1,1,0,2,0,0,0
378316409,2,0,1,1,0,2,0,0,0
378316435,2,0,1,1,0,2,0,0,0
378316573,2,0,1,1,0,2,0,0,0
378316613,2,0,1,1,0,2,0,1,0
378316650,2,0,1,1,0,2,0,0,0
378316644,2,0,1,1,0,2,0,1,0
378316731,2,0,1,1,0,2,0,2,2
378316835,2,0,1,1,0,2,0,0,0
378316879,2,0,1,1,0,2,0,1,0
378317035,2,0,1,1,0,2,0,0,0
378317046,2,0,1,1,0,2,0,0,0
378317059,2,0,1,1,0,2,0,1,0
378317156,2,0,1,1,0,2,0,0,0
378317138,2,0,1,1,0,2,0,0,0
378317178,2,0,1,1,0,2,0,2,0
378317205,2,0,1,1,0,2,0,1,0
378317236,2,0,1,1,0,2,0,0,0
378317221,2,0,1,1,0,2,0,0,0
378317276,2,0,1,1,0,2,0,0,0
378317355,2,0,1,1,0,2,0,0,0
378317353,2,0,1,1,0,2,0,0,0
378317400,2,0,1,1,0,2,0,0,0
378317411,2,0,1,1,0,2,0,1,1
378317442,2,0,1,1,0,2,0,0,0
378317458,2,0,1,1,0,2,0,1,0
378317541,2,0,1,1,0,2,0,0,0
378317558,2,0,1,1,0,2,0,1,0
378317631,2,0,1,1,0,2,0,0,0
378317630,2,0,1,1,0,2,0,0,0
378317682,2,0,1,1,0,2,0,1,1
378317667,2,0,1,1,0,2,0,1,1
378317697,2,0,1,1,0,2,0,0,0
378317725,2,0,1,1,0,2,0,0,0
378317731,2,0,1,1,0,2,0,0,0
378317759,2,0,1,1,0,2,0,0,0
378317784,2,0,1,1,0,2,0,1,0
388393679,2,0,1,1,0,2,0,1,0
388393704,2,0,1,1,0,2,0,0,0
388393732,2,0,1,1,0,2,0,0,0
388393759,2,0,1,1,0,2,0,1,0
388393810,2,0,1,1,0,2,0,0,0
388393915,2,0,1,1,0,2,0,0,0
388393927,2,0,1,1,0,2,0,0,0
388393921,2,0,1,1,0,2,0,0,0
388393904,2,0,1,1,0,2,0,2,0
388393948,2,0,1,1,0,2,0,0,0
388393993,2,0,1,1,0,2,0,3,0
388394063,2,0,1,1,0,2,0,0,0
388394053,2,0,1,1,0,2,0,1,0
388394111,2,0,1,1,0,2,0,0,0
388394131,2,0,1,1,0,2,0,1,0
388394223,2,0,1,1,0,2,0,0,0
388394254,2,0,1,1,0,2,0,0,0
388394379,2,0,1,1,0,2,0,0,0
388394421,2,0,1,1,0,2,0,0,0
388394416,2,0,1,1,0,2,0,0,0
388394408,2,0,1,1,0,2,0,0,0
388394429,2,0,1,1,0,2,0,0,0
388394501,2,0,1,1,0,2,0,1,0
388394559,2,0,1,1,0,2,0,0,0
388394591,2,0,1,1,0,2,0,0,0
388394631,2,0,1,1,0,2,0,1,1
388394692,2,0,1,1,0,2,0,0,0
388394694,2,0,1,1,0,2,0,1,1
388394688,2,0,1,1,0,2,0,2,0
388394733,2,0,1,1,0,2,0,0,0
388394704,2,0,1,1,0,2,0,1,0
388394813,2,0,1,1,0,2,1,0,0
388394823,2,0,1,1,0,2,0,0,0
388394962,2,0,1,1,0,2,0,2,1
388395019,2,0,1,1,0,2,0,0,0
388395049,2,0,1,1,0,2,0,1,0
388395042,2,0,1,1,0,2,0,0,0
388395048,2,0,1,1,0,2,0,0,0
388395079,2,0,1,1,0,2,0,2,1
388395222,2,0,1,1,0,2,0,0,0
388395272,2,0,1,1,0,2,0,0,0
388395286,2,0,1,1,0,2,0,2,1
388395317,2,0,1,1,0,2,0,2,1
388395351,2,0,1,1,0,2,0,0,0
388395352,2,0,1,1,0,2,0,0,0
388395405,2,0,1,1,0,2,0,0,0
388395428,2,0,1,1,0,2,0,0,0
388395446,2,0,1,1,0,2,0,1,1
388395452,2,0,1,1,0,2,0,0,0
388395553,2,0,1,1,0,2,0,0,0
388395540,2,0,1,1,0,2,0,1,0
388395597,2,0,1,1,0,2,0,1,1
388395591,2,0,1,1,0,2,0,0,0
388395602,2,0,1,1,0,2,0,0,0
388395630,2,0,1,1,0,2,0,0,0
388395646,2,0,1,1,0,2,0,0,0
388395666,2,0,1,1,0,2,0,0,0
388395701,2,0,1,1,0,2,0,1,0
388395691,2,0,1,1,0,2,0,1,1
388395738,2,0,1,1,0,2,0,0,0
388395788,2,0,1,1,0,2,0,0,0
388395817,2,0,1,1,0,2,0,0,0
388395930,2,0,1,1,0,2,0,0,0
388396223,2,0,1,1,0,2,0,0,0
388396234,2,0,1,1,0,2,0,0,0
388396252,2,0,1,1,0,2,0,0,0
327860686,2,0,1,1,0,2,0,0,0
327860722,2,0,1,1,0,2,0,0,0
327860864,2,0,1,1,0,2,0,0,0
327860846,2,0,1,1,0,2,0,0,0
327860898,2,0,1,1,0,2,0,0,0
327860972,2,0,1,1,0,2,0,0,0
327861068,2,0,1,1,0,2,0,1,0
327861074,2,0,1,1,0,2,0,0,0
327861080,2,0,1,1,0,2,0,0,0
327861098,2,0,1,1,0,2,0,3,1
327861142,2,0,1,1,0,2,0,0,0
327861208,2,0,1,1,0,2,0,0,0
327861204,2,0,1,1,0,2,0,4,0
327861312,2,0,1,1,0,2,0,1,1
327861335,2,0,1,1,0,2,0,0,0
327861382,2,0,1,1,0,2,0,0,0
327861373,2,0,1,1,0,2,0,1,0
327861429,2,0,1,1,0,2,0,1,0
327861432,2,0,1,1,0,2,0,0,0
327861463,2,0,1,1,0,2,0,0,0
327861492,2,0,1,1,0,2,0,2,0
327861536,2,0,1,1,0,2,0,2,2
327861665,2,0,1,1,0,2,0,0,0
327861689,2,0,1,1,0,2,0,0,0
327861752,2,0,1,1,0,2,0,0,0
327861725,2,0,1,1,0,2,0,1,0
327861765,2,0,1,1,0,2,0,1,1
327861831,2,0,1,1,0,2,0,0,0
327861858,2,0,1,1,0,2,0,0,0
327861864,2,0,1,1,0,2,0,0,0
327861920,2,0,1,1,0,2,0,0,0
327861981,2,0,1,1,0,2,0,0,0
327861982,2,0,1,1,0,2,0,2,0
327862002,2,0,1,1,0,2,0,0,0
327862038,2,0,1,1,0,2,0,1,0
327862062,2,0,1,1,0,2,0,0,0
327862077,2,0,1,1,0,2,0,0,0
327862101,2,0,1,1,0,2,0,0,0
327862105,2,0,1,1,0,2,0,0,0
327862173,2,0,1,1,0,2,0,0,0
327862180,2,0,1,1,0,2,0,0,0
327862335,2,0,1,1,0,2,0,2,0
327862646,2,0,1,1,0,2,0,0,0
327862670,2,0,1,1,0,2,0,0,0
327862691,2,0,1,1,0,2,0,0,0
327862677,2,0,1,1,0,2,0,1,1
327862707,2,0,1,1,0,2,0,1,1
327862831,2,0,1,1,0,2,0,1,0
327862886,2,0,1,1,0,2,0,0,0
327862851,2,0,1,1,0,2,0,0,0
327862903,2,0,1,1,0,2,0,1,0
327862875,2,0,1,1,0,2,0,0,0
327862984,2,0,1,1,0,2,0,2,0
327862974,2,0,1,1,0,2,0,0,0
327863007,2,0,1,1,0,2,0,1,0
327863241,2,0,1,1,0,2,0,1,0
327863227,2,0,1,1,0,2,0,4,0
327863314,2,0,1,1,0,2,0,2,0
327863384,2,0,1,1,0,2,0,0,0
327863427,2,0,1,1,0,2,0,1,0
327863432,2,0,1,1,0,2,0,1,0
327863439,2,0,1,1,0,2,0,0,0
327863472,2,0,1,1,0,2,0,0,0
327863474,2,0,1,1,0,2,0,0,0
327863478,2,0,1,1,0,2,0,0,0
327863491,2,0,1,1,0,2,0,0,0
327863476,2,0,1,1,0,2,0,0,0
327863489,2,0,1,1,0,2,0,0,0
327863539,2,0,1,1,0,2,0,0,0
327863572,2,0,1,1,0,2,0,1,0
327863636,2,0,1,1,0,2,0,1,0
327863713,2,0,1,1,0,2,0,0,0
327863717,2,0,1,1,0,2,0,0,0
327863833,2,0,1,1,0,2,0,0,0
327863841,2,0,1,1,0,2,0,0,0
327863890,2,0,1,1,0,2,0,1,1
327863891,2,0,1,1,0,2,0,0,0
327863972,2,0,1,1,0,2,0,0,0
327864058,2,0,1,1,0,2,0,0,0
327864087,2,0,1,1,0,2,0,0,0
327864064,2,0,1,1,0,2,0,1,0
327864123,2,0,1,1,0,2,0,1,0
327864142,2,0,1,1,0,2,0,0,0
327864200,2,0,1,1,0,2,0,0,0
327864224,2,0,1,1,0,2,0,0,0
327864256,2,0,1,1,0,2,0,1,0
327864404,2,0,1,1,0,2,0,0,0
327864390,2,0,1,1,0,2,0,0,0
327864437,2,0,1,1,0,2,0,0,0
327864474,2,0,1,1,0,2,0,3,1
327864494,2,0,1,1,0,2,0,1,0
327864528,2,0,1,1,0,2,0,0,0
327864536,2,0,1,1,0,2,0,1,0
327864580,2,0,1,1,0,2,0,0,0
327864606,2,0,1,1,0,2,0,0,0
327864604,2,0,1,1,0,2,0,2,0
327864659,2,0,1,1,0,2,0,2,0
327864663,2,0,1,1,0,2,0,0,0
327864667,2,0,1,1,0,2,0,0,0
327864761,2,0,1,1,0,2,0,2,0
327864870,2,0,1,1,0,2,0,0,0
327864884,2,0,1,1,0,2,0,0,0
327864909,2,0,1,1,0,2,0,3,1
327864924,2,0,1,1,0,2,0,0,0
327864908,2,0,1,1,0,2,0,1,1
327864936,2,0,1,1,0,2,0,0,0
327864931,2,0,1,1,0,2,0,0,0
327865000,2,0,1,1,0,2,0,2,0
327865038,2,0,1,1,0,2,0,1,0
327865057,2,0,1,1,0,2,0,1,1
327865070,2,0,1,1,0,2,0,1,0
327865142,2,0,1,1,0,2,0,0,0
327865214,2,0,1,1,0,2,0,2,0
327865309,2,0,1,1,0,2,0,0,0
327865299,2,0,1,1,0,2,0,0,0
327865282,2,0,1,1,0,2,0,0,0
327865345,2,0,1,1,0,2,0,0,0
327865397,2,0,1,1,0,2,0,1,0
327865443,2,0,1,1,0,2,0,1,0
327865550,2,0,1,1,0,2,0,1,0
327865543,2,0,1,1,0,2,0,1,0
327865561,2,0,1,1,0,2,0,2,0
327865627,2,0,1,1,0,2,0,0,0
327865750,2,0,1,1,0,2,0,0,0
327865726,2,0,1,1,0,2,0,1,0
327865758,2,0,1,1,0,2,0,2,1
327865792,2,0,1,1,0,2,0,2,1
327865881,2,0,1,1,0,2,0,0,0
327865872,2,0,1,1,0,2,0,1,0
327865892,2,0,1,1,0,2,0,1,1
327865896,2,0,1,1,0,2,0,0,0
327865897,2,0,1,1,0,2,0,1,1
327865900,2,0,1,1,0,2,0,1,0
327865962,2,0,1,1,0,2,0,0,0
327865972,2,0,1,1,0,2,0,0,0
327865987,2,0,1,1,0,2,0,0,0
327866070,2,0,1,1,0,2,0,0,0
327866191,2,0,1,1,0,2,0,1,0
327866206,2,0,1,1,0,2,0,0,0
327866217,2,0,1,1,0,2,0,0,0
327866354,2,0,1,1,0,2,0,0,0
327866400,2,0,1,1,0,2,0,0,0
327866386,2,0,1,1,0,2,0,1,0
327866407,2,0,1,1,0,2,0,0,0
327866430,2,0,1,1,0,2,0,1,0
327866475,2,0,1,1,0,2,0,0,0
327866517,2,0,1,1,0,2,0,0,0
327866528,2,0,1,1,0,2,0,1,0
327866551,2,0,1,1,0,2,0,0,0
327866564,2,0,1,1,0,2,0,0,0
327866602,2,0,1,1,0,2,0,0,0
327866678,2,0,1,1,0,2,0,0,0
327866718,2,0,1,1,0,2,0,0,0
327866738,2,0,1,1,0,2,0,0,0
327866753,2,0,1,1,0,2,0,0,0
327866776,2,0,1,1,0,2,0,0,0
327866880,2,0,1,1,0,2,0,1,0
327866882,2,0,1,1,0,2,0,1,0
327867043,2,0,1,1,0,2,0,0,0
327867095,2,0,1,1,0,2,0,0,0
327867128,2,0,1,1,0,2,0,0,0
327867158,2,0,1,1,0,2,0,3,0
327867174,2,0,1,1,0,2,0,0,0
327867297,2,0,1,1,0,2,0,0,0
327867306,2,0,1,1,0,2,0,0,0
327867303,2,0,1,1,0,2,0,1,0
327867309,2,0,1,1,0,2,0,0,0
327867307,2,0,1,1,0,2,0,0,0
327867298,2,0,1,1,0,2,0,1,1
327867393,2,0,1,1,0,2,0,0,0
327867426,2,0,1,1,0,2,0,1,0
327867472,2,0,1,1,0,2,0,0,0
327867467,2,0,1,1,0,2,0,2,0
327867507,2,0,1,1,0,2,0,0,0
327867482,2,0,1,1,0,2,0,2,0
327867518,2,0,1,1,0,2,0,0,0
327867577,2,0,1,1,0,2,0,0,0
327867717,2,0,1,1,0,2,0,1,0
327867733,2,0,1,1,0,2,0,0,0
327867808,2,0,1,1,0,2,0,1,0
327867837,2,0,1,1,0,2,0,2,0
327867817,2,0,1,1,0,2,0,1,1
327867893,2,0,1,1,0,2,0,1,0
327867951,2,0,1,1,0,2,0,0,0
327867947,2,0,1,1,0,2,0,0,0
327868066,2,0,1,1,0,2,0,1,0
327868098,2,0,1,1,0,2,0,1,0
327868151,2,0,1,1,0,2,0,0,0
327868173,2,0,1,1,0,2,0,0,0
327868214,2,0,1,1,0,2,0,0,0
327868256,2,0,1,1,0,2,0,0,0
327868228,2,0,1,1,0,2,0,0,0
327868238,2,0,1,1,0,2,0,2,0
327868258,2,0,1,1,0,2,0,0,0
327868296,2,0,1,1,0,2,0,2,0
327868320,2,0,1,1,0,2,0,2,0
327868336,2,0,1,1,0,2,0,0,0
327868358,2,0,1,1,0,2,0,0,0
327868434,2,0,1,1,0,2,0,1,0
327868396,2,0,1,1,0,2,0,1,0
327868436,2,0,1,1,0,2,0,0,0
327868478,2,0,1,1,0,2,0,0,0
327868508,2,0,1,1,0,2,0,1,0
327868514,2,0,1,1,0,2,0,0,0
327868553,2,0,1,1,0,2,0,0,0
327868577,2,0,1,1,0,2,0,0,0
327868655,2,0,1,1,0,2,0,0,0
327868669,2,0,1,1,0,2,0,0,0
327868742,2,0,1,1,0,2,0,2,1
327868756,2,0,1,1,0,2,0,0,0
327868943,2,0,1,1,0,2,0,0,0
327868940,2,0,1,1,0,2,0,2,0
327868975,2,0,1,1,0,2,0,0,0
327869008,2,0,1,1,0,2,0,0,0
327869041,2,0,1,1,0,2,0,0,0
327869081,2,0,1,1,0,2,0,1,0
327869088,2,0,1,1,0,2,0,0,0
327869087,2,0,1,1,0,2,0,1,0
327869090,2,0,1,1,0,2,0,1,0
327869128,2,0,1,1,0,2,0,1,0
327869136,2,0,1,1,0,2,0,0,0
327869177,2,0,1,1,0,2,0,0,0
327869139,2,0,1,1,0,2,0,0,0
327869166,2,0,1,1,0,2,0,0,0
327869223,2,0,1,1,0,2,0,0,0
327869302,2,0,1,1,0,2,0,0,0
327869309,2,0,1,1,0,2,0,0,0
327869363,2,0,1,1,0,2,0,0,0
327869370,2,0,1,1,0,2,0,0,0
327869403,2,0,1,1,0,2,0,2,0
327869443,2,0,1,1,0,2,0,0,0
327869470,2,0,1,1,0,2,0,0,0
327869451,2,0,1,1,0,2,0,3,1
327869528,2,0,1,1,0,2,0,1,0
327869649,2,0,1,1,0,2,0,1,0
327869707,2,0,1,1,0,2,0,0,0
327869700,2,0,1,1,0,2,0,0,0
327869922,2,0,1,1,0,2,0,1,0
327869994,2,0,1,1,0,2,0,0,0
327869986,2,0,1,1,0,2,0,0,0
327870041,2,0,1,1,0,2,0,0,0
327870116,2,0,1,1,0,2,0,0,0
327870134,2,0,1,1,0,2,0,1,0
327870158,2,0,1,1,0,2,0,0,0
327870164,2,0,1,1,0,2,0,1,1
327870249,2,0,1,1,0,2,0,0,0
327870238,2,0,1,1,0,2,0,0,0
327870332,2,0,1,1,0,2,0,0,0
327870379,2,0,1,1,0,2,0,0,0
327870404,2,0,1,1,0,2,0,0,0
327870445,2,0,1,1,0,2,0,1,0
327870472,2,0,1,1,0,2,0,2,0
327870570,2,0,1,1,0,2,0,0,0
327870586,2,0,1,1,0,2,0,0,0
327870714,2,0,1,1,0,2,0,1,0
327870748,2,0,1,1,0,2,0,0,0
327870785,2,0,1,1,0,2,0,1,0
327870874,2,0,1,1,0,2,0,0,0
327870902,2,0,1,1,0,2,0,0,0
327870949,2,0,1,1,0,2,0,0,0
327870997,2,0,1,1,0,2,0,1,0
327871013,2,0,1,1,0,2,0,0,0
327871038,2,0,1,1,0,2,0,0,0
327871041,2,0,1,1,0,2,0,0,0
327871081,2,0,1,1,0,2,0,0,0
327871091,2,0,1,1,0,2,0,0,0
327871108,2,0,1,1,0,2,0,1,1
327871136,2,0,1,1,0,2,0,1,0
327871211,2,0,1,1,0,2,0,1,0
327871212,2,0,1,1,0,2,0,0,0
327871254,2,0,1,1,0,2,0,0,0
327871261,2,0,1,1,0,2,0,0,0
327871314,2,0,1,1,0,2,0,3,1
327871381,2,0,1,1,0,2,0,1,0
327871446,2,0,1,1,0,2,0,0,0
333772676,2,0,1,1,0,2,0,0,0
333772781,2,0,1,1,0,2,0,0,0
333772764,2,0,1,1,0,2,0,1,0
333772784,2,0,1,1,0,2,0,0,0
333772800,2,0,1,1,0,2,0,0,0
333772788,2,0,1,1,0,2,0,1,1
333772888,2,0,1,1,0,2,0,1,0
333772871,2,0,1,1,0,2,0,1,1
333772917,2,0,1,1,0,2,0,1,1
333772911,2,0,1,1,0,2,0,3,0
333772933,2,0,1,1,0,2,0,2,0
333773046,2,0,1,1,0,2,0,0,0
333773024,2,0,1,1,0,2,0,1,0
333773045,2,0,1,1,0,2,0,0,0
333773122,2,0,1,1,0,2,0,1,0
333773188,2,0,1,1,0,2,0,1,0
333773208,2,0,1,1,0,2,0,0,0
333773249,2,0,1,1,0,2,0,1,1
333773226,2,0,1,1,0,2,0,1,0
333773265,2,0,1,1,0,2,0,1,0
333773294,2,0,1,1,0,2,0,0,0
333773298,2,0,1,1,0,2,0,1,0
333773317,2,0,1,1,0,2,0,0,0
333773357,2,0,1,1,0,2,0,0,0
333773334,2,0,1,1,0,2,0,1,1
333773365,2,0,1,1,0,2,0,1,1
333773394,2,0,1,1,0,2,0,2,0
333773407,2,0,1,1,0,2,0,0,0
333773438,2,0,1,1,0,2,0,0,0
333773492,2,0,1,1,0,2,0,0,0
333773553,2,0,1,1,0,2,0,0,0
333773582,2,0,1,1,0,2,0,3,0
333773611,2,0,1,1,0,2,0,0,0
333773742,2,0,1,1,0,2,0,1,1
333773829,2,0,1,1,0,2,0,0,0
333773805,2,0,1,1,0,2,0,1,1
333773830,2,0,1,1,0,2,0,0,0
333773879,2,0,1,1,0,2,0,2,0
333773919,2,0,1,1,0,2,0,0,0
333773964,2,0,1,1,0,2,0,1,1
333773996,2,0,1,1,0,2,0,0,0
333774111,2,0,1,1,0,2,0,1,0
333774137,2,0,1,1,0,2,0,0,0
333774199,2,0,1,1,0,2,0,0,0
333774177,2,0,1,1,0,2,0,0,0
333774196,2,0,1,1,0,2,0,0,0
333774193,2,0,1,1,0,2,0,1,0
333774253,2,0,1,1,0,2,0,1,0
333774259,2,0,1,1,0,2,0,0,0
333774285,2,0,1,1,0,2,0,0,0
333774320,2,0,1,1,0,2,0,1,0
333774321,2,0,1,1,0,2,0,1,0
333774358,2,0,1,1,0,2,0,0,0
333774354,2,0,1,1,0,2,0,0,0
333774387,2,0,1,1,0,2,0,0,0
333774396,2,0,1,1,0,2,0,0,0
333774451,2,0,0,0,1,2,1,0,0
333774546,2,0,1,1,0,2,0,1,0
333774564,2,0,1,1,0,2,0,0,0
333774619,2,0,1,1,0,2,0,1,0
333774666,2,0,1,1,0,2,0,0,0
333774745,2,0,1,1,0,2,0,0,0
333774854,2,0,1,1,0,2,0,1,0
333774889,2,0,1,1,0,2,0,1,1
333774912,2,0,1,1,0,2,0,0,0
333774922,2,0,1,1,0,2,0,2,1
333774943,2,0,1,1,0,2,0,0,0
333774982,2,0,1,1,0,2,0,0,0
333774981,2,0,1,1,0,2,0,0,0
333775056,2,0,1,1,0,2,0,0,0
333775070,2,0,1,1,0,2,0,0,0
333775097,2,0,1,1,0,2,0,0,0
333775147,2,0,1,1,0,2,0,0,0
333775142,2,0,1,1,0,2,0,1,1
333775139,2,0,1,1,0,2,0,1,1
333775278,2,0,1,1,0,2,0,2,0
333775317,2,0,1,1,0,2,0,0,0
333775304,2,0,1,1,0,2,0,0,0
333775357,2,0,1,1,0,2,0,0,0
333775402,2,0,1,1,0,2,0,0,0
333775418,2,0,1,1,0,2,0,1,0
333775412,2,0,1,1,0,2,0,1,1
333775434,2,0,1,1,0,2,0,0,0
333775420,2,0,1,1,0,2,0,0,0
333775447,2,0,1,1,0,2,0,0,0
333775446,2,0,1,1,0,2,0,2,1
333775498,2,0,1,1,0,2,0,0,0
333775497,2,0,1,1,0,2,0,1,0
333775496,2,0,1,1,0,2,0,0,0
333775490,2,0,1,1,0,2,0,0,0
333775501,2,0,1,1,0,2,0,0,0
333775521,2,0,1,1,0,2,0,1,0
333775557,2,0,1,1,0,2,0,0,0
333775579,2,0,1,1,0,2,0,1,1
333775548,2,0,1,1,0,2,0,1,0
333775635,2,0,1,1,0,2,0,0,0
333775658,2,0,1,1,0,2,0,1,1
333775762,2,0,1,1,0,2,0,1,0
333775759,2,0,1,1,0,2,0,1,0
333775797,2,0,1,1,0,2,0,0,0
333775764,2,0,1,1,0,2,0,1,1
333775858,2,0,1,1,0,2,0,0,0
333775883,2,0,1,1,0,2,0,1,0
333775929,2,0,1,1,0,2,0,0,0
333775926,2,0,1,1,0,2,0,1,0
333775955,2,0,1,1,0,2,0,0,0
333775979,2,0,1,1,0,2,0,0,0
333775967,2,0,1,1,0,2,0,2,0
333776021,2,0,1,1,0,2,0,1,0
333776063,2,0,1,1,0,0,0,0,0
333776112,2,0,1,1,0,2,0,0,0
333776191,2,0,1,1,0,2,0,0,0
333776215,2,0,1,1,0,2,0,0,0
333776219,2,0,1,1,0,2,0,0,0
333776238,2,0,1,1,0,2,0,0,0
333776250,2,0,1,1,0,2,0,1,0
333776330,2,0,1,1,0,2,0,0,0
333776337,2,0,1,1,0,2,0,1,1
333776368,2,0,1,1,0,2,0,0,0
333776356,2,0,1,1,0,2,0,0,0
333776380,2,0,1,1,0,2,0,0,0
333776398,2,0,1,1,0,2,0,0,0
333776626,2,0,1,1,0,2,0,0,0
333776632,2,0,1,1,0,2,0,0,0
333776648,2,0,1,1,0,2,0,0,0
333776683,2,0,1,1,0,2,0,0,0
333776685,2,0,1,1,0,2,0,0,0
333776679,2,0,1,1,0,2,0,2,1
333776728,2,0,1,1,0,2,0,1,0
333776783,2,0,1,1,0,2,0,0,0
333776800,2,0,1,1,0,2,0,0,0
333776807,2,0,1,1,0,2,0,2,1
333776849,2,0,1,1,0,2,0,1,0
333776841,2,0,1,1,0,2,0,0,0
333776870,2,0,1,1,0,2,0,1,1
333776847,2,0,1,1,0,2,0,0,0
333776896,2,0,1,1,0,2,0,0,0
333776891,2,0,1,1,0,2,0,4,0
333776973,2,0,1,1,0,2,0,0,0
333777007,2,0,1,1,0,2,0,0,0
333777110,2,0,1,1,0,2,0,0,0
333777223,2,0,1,1,0,2,0,0,0
333777227,2,0,1,1,0,2,0,0,0
333777243,2,0,1,1,0,2,0,0,0
333777252,2,0,1,1,0,2,0,0,0
333777378,2,0,1,1,0,2,0,0,0
333777394,2,0,1,1,0,2,0,0,0
333777406,2,0,1,1,0,2,0,0,0
333777414,2,0,1,1,0,2,0,0,0
333777424,2,0,1,1,0,2,0,0,0
333777443,2,0,1,1,0,2,0,0,0
333777455,2,0,1,1,0,2,0,0,0
333777565,2,0,1,1,0,2,0,1,0
333777584,2,0,1,1,0,2,0,0,0
333777573,2,0,1,1,0,2,0,0,0
333777623,2,0,1,1,0,2,0,0,0
333777639,2,0,1,1,0,2,0,0,0
333777687,2,0,1,1,0,2,0,0,0
333777716,2,0,1,1,0,2,0,2,0
333777800,2,0,1,1,0,2,0,1,1
333777843,2,0,1,1,0,2,0,0,0
333777905,2,0,1,1,0,2,0,0,0
